@relation data

@attribute id string
@attribute 107 numeric
@attribute 108 numeric
@attribute 10800 numeric
@attribute 109 numeric
@attribute 11261 numeric
@attribute 1128 numeric
@attribute 1129 numeric
@attribute 113 numeric
@attribute 113026 numeric
@attribute 1131 numeric
@attribute 1133 numeric
@attribute 1139 numeric
@attribute 114 numeric
@attribute 115 numeric
@attribute 135 numeric
@attribute 136 numeric
@attribute 146 numeric
@attribute 147 numeric
@attribute 148 numeric
@attribute 153 numeric
@attribute 154 numeric
@attribute 155 numeric
@attribute 163688 numeric
@attribute 1812 numeric
@attribute 1816 numeric
@attribute 185 numeric
@attribute 1909 numeric
@attribute 1910 numeric
@attribute 1956 numeric
@attribute 196883 numeric
@attribute 2064 numeric
@attribute 2065 numeric
@attribute 2066 numeric
@attribute 2149 numeric
@attribute 2185 numeric
@attribute 22953 numeric
@attribute 23236 numeric
@attribute 2767 numeric
@attribute 2769 numeric
@attribute 2776 numeric
@attribute 2778 numeric
@attribute 2902 numeric
@attribute 2903 numeric
@attribute 2905 numeric
@attribute 2906 numeric
@attribute 291 numeric
@attribute 2911 numeric
@attribute 2915 numeric
@attribute 292 numeric
@attribute 2925 numeric
@attribute 3269 numeric
@attribute 3274 numeric
@attribute 3356 numeric
@attribute 3357 numeric
@attribute 3358 numeric
@attribute 3360 numeric
@attribute 3361 numeric
@attribute 3362 numeric
@attribute 3363 numeric
@attribute 3706 numeric
@attribute 3707 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 3973 numeric
@attribute 4638 numeric
@attribute 4842 numeric
@attribute 4843 numeric
@attribute 4846 numeric
@attribute 487 numeric
@attribute 488 numeric
@attribute 489 numeric
@attribute 490 numeric
@attribute 491 numeric
@attribute 492 numeric
@attribute 493 numeric
@attribute 5021 numeric
@attribute 5023 numeric
@attribute 5024 numeric
@attribute 5025 numeric
@attribute 5027 numeric
@attribute 51196 numeric
@attribute 5136 numeric
@attribute 5137 numeric
@attribute 5153 numeric
@attribute 5156 numeric
@attribute 5159 numeric
@attribute 51806 numeric
@attribute 5255 numeric
@attribute 5256 numeric
@attribute 5257 numeric
@attribute 5260 numeric
@attribute 5261 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 5333 numeric
@attribute 5335 numeric
@attribute 5336 numeric
@attribute 5350 numeric
@attribute 552 numeric
@attribute 553 numeric
@attribute 5530 numeric
@attribute 5532 numeric
@attribute 5533 numeric
@attribute 5534 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 5613 numeric
@attribute 56413 numeric
@attribute 56848 numeric
@attribute 57105 numeric
@attribute 5731 numeric
@attribute 5733 numeric
@attribute 5737 numeric
@attribute 623 numeric
@attribute 624 numeric
@attribute 6261 numeric
@attribute 6262 numeric
@attribute 6263 numeric
@attribute 63928 numeric
@attribute 6543 numeric
@attribute 6546 numeric
@attribute 6547 numeric
@attribute 683 numeric
@attribute 6865 numeric
@attribute 6869 numeric
@attribute 6870 numeric
@attribute 7125 numeric
@attribute 7134 numeric
@attribute 7201 numeric
@attribute 7220 numeric
@attribute 7416 numeric
@attribute 7417 numeric
@attribute 7419 numeric
@attribute 773 numeric
@attribute 774 numeric
@attribute 775 numeric
@attribute 777 numeric
@attribute 778 numeric
@attribute 779 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 810 numeric
@attribute 814 numeric
@attribute 815 numeric
@attribute 816 numeric
@attribute 817 numeric
@attribute 818 numeric
@attribute 83447 numeric
@attribute 84812 numeric
@attribute 85366 numeric
@attribute 886 numeric
@attribute 887 numeric
@attribute 8877 numeric
@attribute 8911 numeric
@attribute 8912 numeric
@attribute 8913 numeric
@attribute 89869 numeric
@attribute 9127 numeric
@attribute 91807 numeric
@attribute 952 numeric
@attribute 9630 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__K05,0.0216,-0.0182,1.432,0.2569,1.3,0.0233,-0.0523,1.5029,0.0821,-0.0621,-0.1578,-0.0262,-0.1077,0.2422,0.3869,0.1654,-0.1205,-0.0238,-0.1557,0.386,1.0266,-0.0317,0.2092,-0.045,0.2664,0.0786,-0.0569,-0.0776,-0.0365,0.0825,0.2142,-0.1347,-0.0813,1.0944,0.8984,0.0153,0.265,0.0677,1.4077,0.3691,0.7009,-0.0238,-0.1229,-0.0235,0.0079,0.1089,-0.1025,-0.0807,0.4023,-0.0946,-0.0143,0.9428,-0.0312,-0.0343,-0.1064,-0.0658,-0.0414,0.1612,-0.0858,-0.0153,0.7781,0.5065,0.6035,0.6435,0.0046,0.1558,-0.1017,-0.0531,0.1951,0.0104,1.3728,1.1085,1.8847,0.063,0.0349,1.0359,0.2397,1.0769,-0.0981,0.5793,0.8238,-0.0884,-0.0631,-0.0937,0.1825,0.0338,0.1629,0.0021,-0.1093,0.5742,1.3698,0.1791,0.4,1.6597,0.5927,-0.0832,0.3346,1.3062,0.5017,-0.0821,0.6205,0.2802,0.543,0.999,1.044,1.1096,1.0483,0.889,-0.0461,0.2969,0.9882,-0.0551,0.8407,0.3136,0.3118,0.8559,0.1694,-0.0983,-0.0612,-0.1812,-0.1291,-0.0171,-0.081,-0.1293,-0.1766,0.0145,0.2996,-0.1374,0.9876,0.0392,-0.0584,-0.1835,0.0712,0.0958,-0.132,0.0711,0.2746,0.3877,1.0423,-0.0434,-0.0222,-0.1047,-0.0197,-0.032,0.0189,2.4486,0.8553,2.461,0.1006,0.8891,0.1834,0.124,0.6062,0.4993,-0.0421,0.0174,-0.0432,-0.0335,-0.0392,0.0908,0.2188,8e-04,-0.0187,-0.1069,0.0412,-0.0281,0.4926,-0.1139,Control
Ontario__AA_RR-849,0.0753,-0.0049,1.2184,0.2023,1.3188,-0.0518,0.0101,1.4869,0.0864,-0.0859,-0.0978,0.0248,-0.1077,0.1454,0.5392,0.2214,-0.0707,-0.0285,-0.0905,0.381,1.1033,0.0233,0.1841,0.0845,0.3721,0.0538,-0.0417,-0.0302,0.0015,0.1053,0.1885,-0.049,-0.0513,1.0584,0.9749,0.0209,0.2375,0.0959,1.4156,0.2264,0.5965,-0.0291,-0.062,-0.0373,-0.108,0.0988,-0.0725,-0.0765,0.3389,-0.1161,0.0075,0.8856,-0.0467,-0.0054,-0.1567,-0.0325,-0.0608,0.0873,-0.0644,-0.1438,0.8374,0.3432,0.4694,0.5854,-0.0232,0.1798,-0.1308,-0.0087,0.1314,-0.0421,1.5268,0.9965,2.4384,0.0631,0.0588,1.0396,0.0117,0.9709,-0.0488,0.4426,0.7296,-0.0796,-0.037,-0.0467,0.2399,0.0461,0.1938,-0.197,-0.1432,0.5804,0.9848,0.0124,0.4305,1.5201,0.5118,-0.1006,0.429,1.1429,0.325,-0.1574,0.2802,0.264,0.5391,0.7951,0.8878,1.0692,0.9378,0.9052,-0.0608,0.1902,0.6844,-0.0805,0.8458,0.2094,0.142,0.8778,0.0483,-0.071,-0.0547,-0.0227,-0.0341,-0.0117,-0.0291,-0.0744,-0.1148,0.0813,0.3347,-0.1547,1.1297,-0.0577,-0.043,-0.1641,0.0039,0.1105,0.0149,0.0114,0.3427,0.2789,1.087,-0.0211,-0.0078,-0.096,-0.0098,0.0056,0.0019,2.2307,1.0051,2.1894,0.0435,0.95,0.3043,0.1123,0.2986,0.427,-0.0563,0.0055,-0.1139,0.0533,-0.0767,0.1893,0.2287,-0.0369,0.0059,-0.0851,0.0584,-0.0116,0.4452,-0.0566,BRCACancer
Ontario__AE_RR-3300,0.0962,0.0196,1.0681,0.3326,0.8781,-0.0753,-0.05,1.4587,0.057,-0.0675,-0.0825,-0.0917,-0.1567,0.2265,0.3178,0.0088,-0.1486,-5e-04,-0.1399,0.2343,1.3016,-0.0166,0.1444,-0.0302,0.3703,0.029,-0.0447,-0.1199,-0.0069,0.1481,0.2127,-0.1314,-0.0491,1.1493,1.0659,-0.1492,0.143,0.0393,1.0928,0.2838,0.7636,-0.2188,-0.1085,-0.1557,-0.2516,0.184,-0.1106,-0.1464,0.4689,-0.1293,0.0387,0.5122,0.0463,-0.0592,-0.2619,-0.0529,-0.0911,-0.023,-0.0078,-0.2825,1.2338,0.6665,0.5528,0.83,-0.0079,0.2021,-0.1081,0.0307,0.19,0.0255,1.6064,0.8975,1.5026,0.1072,-0.0232,1.1744,-0.0085,0.5605,-0.1072,0.5344,0.6075,-0.0653,-0.0548,-0.0543,0.2626,0.0243,0.1503,-0.2886,-0.144,0.4442,0.8568,0.415,0.1458,1.445,0.5599,-0.0763,0.4702,1.422,0.508,0.0257,0.2865,0.2897,0.4157,0.9021,1.3489,1.3535,0.8146,0.9053,-0.1888,0.5422,0.6724,-0.0469,0.7675,0.1163,0.0258,0.5931,0.0999,-0.0597,-0.0349,-0.134,-0.1309,-0.1101,-0.0377,-0.1057,-0.1813,-0.0428,0.068,-0.1314,0.968,-0.1286,-0.0281,-0.1726,0.0153,0.4557,-0.0419,0.5193,0.4482,0.5131,1.1043,-0.0903,-0.0274,-0.1035,-0.0262,-0.0012,-0.0129,2.391,1.2831,1.7692,-0.0218,1.4241,0.3683,0.1375,0.8178,0.3933,-0.0231,0.1155,-0.0363,0.047,-0.1893,0.0377,0.217,-0.0399,-0.1227,-0.0862,0.0608,-0.0895,0.409,-0.0596,Control
Ontario__AF_RR-3276,0.0356,-0.0625,0.8573,0.5249,0.8984,0.1405,-0.0766,1.3266,0.0025,-0.1346,0.0438,-0.0556,-0.1412,0.0354,0.5079,0.0512,-0.282,-0.0112,-0.2124,0.2195,0.619,-0.0756,0.0656,0.0623,0.1441,0.0688,-0.0682,-0.0212,-0.0266,0.0746,0.2136,-0.0441,-0.0735,0.953,1.2259,-0.0776,0.1008,0.0429,1.3224,0.0101,0.4029,-0.0948,-0.1387,-0.2108,-0.2923,0.4966,-0.108,-0.1565,0.151,0.0304,0.0489,0.3436,-0.0518,-0.1329,-0.214,-0.0706,-0.0727,0.0341,-0.0726,-0.3391,0.5694,0.505,0.6147,0.7921,-0.0376,0.0745,-0.1407,-0.0112,0.0881,-0.0184,1.3949,0.8018,2.07,0.0682,-0.0249,0.8007,0.3612,0.8576,-0.1014,0.6872,1.0258,-0.1037,-0.0668,-0.0431,0.1332,-0.0424,0.1792,-0.4669,-0.1642,0.3125,1.1127,0.0721,0.3089,1.0148,0.6415,-0.115,0.0882,1.3593,0.613,-0.2192,0.304,0.2225,0.3128,0.8292,0.6939,0.6336,0.6961,0.6029,-0.2101,-0.0113,0.3919,-0.1317,0.6317,-0.0683,0.1091,0.2865,0.0301,-0.118,-0.0944,-0.1387,-0.148,-0.0969,-0.0747,-0.1403,-0.0845,-0.0644,0.2465,0.0341,0.5674,-0.0917,-0.0024,-0.1506,0.0128,0.3112,-0.1411,-8e-04,0.4333,0.2685,1.2707,-0.0785,-0.0573,-0.1081,0.0858,-0.0319,-0.0222,1.5457,0.7545,1.9489,-0.1297,0.6221,0.249,0.0861,0.4313,0.3378,-0.0795,-0.0424,-0.0812,-0.0411,-0.2029,0.2775,0.0068,-0.1422,-0.078,-0.1472,0.1192,-0.0355,0.7937,-0.1158,Control
Ontario__AG_RR-3298,0.05,-0.0177,0.9184,0.3015,1.3892,0.0025,-0.0036,1.3878,0.0612,-0.048,-0.0584,-0.0044,-0.1405,0.1436,0.4749,0.0913,-0.1448,0.0196,-0.1186,0.3335,1.0351,0.092,0.2109,-0.0329,0.2464,0.0796,-0.0249,-0.0851,-0.0167,0.1327,0.2494,-0.0286,-0.053,1.5423,0.963,0.0671,0.1982,-0.0127,1.1474,0.1678,0.6683,-0.0443,-0.1152,-0.0731,-0.0198,0.1328,-0.0883,-0.0913,0.3686,-0.1113,0.0499,0.8658,-0.0781,-0.0722,-0.1355,-0.0905,-0.0406,0.1656,-0.059,0.051,0.6712,0.4267,0.4653,0.4383,-0.0883,0.2675,-0.1259,-0.0166,0.1025,-0.0223,1.6489,1.017,1.5037,0.0863,-0.0037,1.0712,0.0696,0.8505,-0.0063,0.3019,0.572,-0.07,-0.0462,-0.0735,0.2368,0.0233,0.2239,-0.1151,-0.1455,0.5187,1.0365,0.0384,0.4063,1.5523,0.627,-0.0207,0.2788,1.1007,0.4253,-0.0946,0.4978,0.307,0.4195,0.7874,0.6495,1.2377,0.8967,0.9375,-0.1591,0.1901,0.7803,-0.022,0.7108,0.1098,0.1125,0.5771,0.2508,-0.0324,-0.0217,-0.2912,-0.0317,-0.0832,-0.0512,-0.0842,-0.0858,0.06,0.2337,-0.0904,1.028,-0.0425,-0.0878,-0.1442,0.017,0.1502,-0.0573,0.0962,0.2479,0.2323,1.103,-0.01,0.032,-0.0614,-0.0044,-0.004,0.0112,2.296,1.0163,2.4659,0.0767,0.7159,0.2128,0.1381,0.3866,0.4146,-0.0643,-0.0125,-0.0973,-0.0306,-0.1862,0.1744,0.2048,0.0399,0.0347,-0.1079,0.0568,-0.0415,0.5159,-0.0799,Control
Ontario__AH_RR-3295,-0.0138,-0.0313,1.5045,0.1589,1.0712,0.0908,-0.1106,1.3293,-0.07,-0.1299,-0.0867,-0.0814,-0.123,0.3229,0.2784,0.0992,0.0377,-0.1002,-0.1172,0.1709,1.1466,0.0943,0.1268,0.0503,0.2097,-0.0335,-0.0497,-0.0523,-0.0358,0.1189,0.1535,-0.0954,-0.0669,1.2928,0.8166,-0.054,0.2901,-0.0398,1.1436,0.5285,0.5563,-0.0978,-0.0659,-0.1119,-0.2189,0.0986,-0.1154,-0.1769,0.405,-0.0845,0.1028,1.2742,0.0206,-0.0052,-0.0888,-0.1048,-0.1418,-0.0349,-0.1113,-0.2282,1.0199,0.5491,0.7934,0.4747,-0.1005,0.1595,-0.1184,0.0643,0.0402,-0.013,1.4392,0.815,1.9064,0.045,0.0097,1.1091,-0.0297,0.9493,-0.1088,0.3642,0.7184,-0.0661,-0.0827,-0.1102,0.2692,-0.0167,0.1019,-0.4597,-0.1113,0.5484,1.2756,0.0336,0.3426,1.4939,0.4562,-0.0418,0.2766,1.0189,0.6745,-0.0853,0.4118,0.2089,0.6788,1.0612,1.5651,1.2097,0.8034,1.0806,-0.1071,0.3561,0.8055,-0.1483,0.9258,0.336,0.0677,1.0002,0.0155,-0.082,-0.0483,0.0365,-0.1017,-0.0671,-0.0871,-0.083,0.055,-0.0082,0.4439,-0.0699,1.1473,-0.0212,-0.1078,-0.2161,-0.0692,0.0942,-0.0817,0.2959,0.256,0.2716,1.2388,-0.0082,-0.0113,-0.0308,-0.0502,-1e-04,-0.0414,2.0655,0.9827,1.9888,0.1578,1.1109,0.3755,0.0206,0.5757,0.4309,-0.0863,-0.0351,-0.0576,-0.019,-0.0761,-0.0317,0.1403,-0.0613,-0.0602,-0.0604,0.0345,0.0328,0.5792,-0.0548,Control
Ontario__AI_RR-3291,0.0348,-0.0473,1.7621,0.2775,1.2776,-0.0705,-0.0272,1.8239,0.0178,-0.012,-0.1013,-0.0839,-0.1442,0.2772,0.4703,0.0707,0.0716,0.0026,-0.1053,0.3782,1.2541,0.0786,0.1263,-0.0187,0.3669,0.0442,-0.1063,-0.0814,-0.0036,0.0916,0.2351,-0.0823,-0.0683,1.2377,1.0505,-0.0541,0.4513,0.0866,1.1002,0.3399,0.6741,-0.1014,-0.1188,-0.1475,-0.1765,0.2019,-0.1009,-0.1281,0.6163,-0.105,-0.0534,0.9647,-0.0457,-0.0828,-0.1398,-0.0514,-0.0871,0.1082,-0.0531,-0.228,0.8413,0.6432,0.6495,0.7128,-0.0359,0.237,-0.1431,-0.0069,0.2127,-0.0564,1.4516,1.0007,1.6906,0.1094,0.0098,1.4152,0.0376,1.1153,-0.0788,0.6816,1.0406,-0.0874,-0.0627,-0.0533,0.1902,0.0355,0.2457,-0.1391,-0.1629,0.646,1.3199,0.0188,0.5391,1.8248,0.4574,-0.0774,0.3126,1.4138,0.447,-0.0812,0.7943,0.2753,0.7372,1.0104,1.1192,1.0769,0.9768,1.1351,-0.0776,0.3576,0.7982,-0.0975,0.7752,0.2842,0.1332,1.3964,0.114,-0.0928,-0.0134,-0.0824,-0.0668,-0.0485,-0.069,-0.1245,-0.0965,-0.0305,0.7095,-0.0884,1.206,-0.0211,-0.0893,-0.1734,-0.1218,0.2666,-0.0551,0.1996,0.3806,0.7122,1.5636,-0.0523,-0.0538,-0.1143,-0.024,-0.0149,-0.0045,2.5624,1.1183,2.2891,0.0953,0.8781,0.097,0.0753,0.7654,0.5022,-0.0263,-0.0033,-0.0447,0.0617,-0.1577,0.2349,0.2323,-0.049,-0.0584,-0.102,0.117,-0.0469,0.6455,-0.085,Control
Ontario__AJ_RR-3296,0.0326,-0.0303,1.0203,0.2554,1.0115,0.0621,-0.0534,1.4391,0.0857,-0.0533,0.0522,-0.0388,-0.1269,0.2435,0.3437,0.0827,-0.0575,-0.0194,-0.126,0.2053,1.0888,-0.0139,0.1549,0.004,0.3269,0.0383,-0.1156,-0.0553,-0.0105,0.1171,0.2605,-0.0842,-0.0855,1.3842,0.985,0.0119,0.1955,0.1509,0.8943,0.3486,0.8566,-0.0392,-0.114,-0.0502,-0.0842,0.1892,-0.14,-0.083,0.2649,-0.097,0.0537,0.6235,-0.0286,-0.0502,-0.1995,-0.0884,-0.057,0.0082,-0.0828,-0.1407,1.0669,0.7432,0.5877,0.7447,-0.0734,0.2309,-0.0823,-0.0253,0.1583,0.0011,1.3621,1.1665,2.0461,0.0536,0.0201,1.0973,-0.0204,0.7477,-0.0588,0.5502,0.5368,-0.0655,-0.0685,-0.0967,0.273,0.0252,0.2149,-0.0919,-0.1255,0.5456,1.2299,0.0253,0.3006,1.4473,0.4286,-0.0679,0.382,1.5215,0.6208,-0.1063,0.4344,0.2478,0.5271,0.8662,1.1519,1.2654,0.7949,0.9854,-0.1446,0.482,0.8969,-0.0532,1.0502,0.2534,0.2046,0.9332,0.1152,-0.099,-0.0469,0.0196,-0.0792,-0.0411,-0.0773,-0.0974,-0.1371,0.0191,0.1778,-0.1358,0.8824,0.0069,-0.1009,-0.042,0.0753,0.2597,-0.1467,0.1703,0.369,0.6429,1.4611,-0.0248,0.0204,-0.082,-0.0526,0.018,-0.0549,2.6368,1.4197,2.1519,0.2292,1.1034,0.3289,0.068,0.6888,0.4432,-0.105,0.0027,-0.0856,-0.0781,0.0043,0.0066,0.1582,0.0689,0.0183,-0.0496,0.0985,-0.008,0.5625,-0.0735,Control
Ontario__AM_RR-1949,0.0186,0.0109,1.1039,0.2067,1.0757,-0.0244,-0.04,1.515,0.0722,-0.0816,-0.0459,-0.0759,-0.108,0.2229,0.3188,0.0482,-0.0638,-0.0434,-0.1229,0.2529,1.0682,0.0479,0.1751,-0.146,0.1928,0.0715,-0.056,-0.046,-0.0285,0.1698,0.1956,-0.062,-0.0725,1.2344,0.9425,0.0131,0.1989,0.1888,1.2254,0.3038,0.7384,-0.0344,-0.106,-0.0671,-0.008,0.132,-0.0921,-0.1276,0.3006,-0.1002,0.042,0.5767,-0.0443,-0.0118,-0.08,-0.0679,-0.0466,0.137,-0.0658,-0.0581,1.0447,0.4097,0.5236,0.7192,-0.0736,0.1554,-0.0841,-0.0211,0.0851,0.0251,1.4763,1.1989,2.1304,-0.0056,0.0524,0.9004,-0.0198,1.0418,-0.0738,0.4854,0.3208,-0.0872,-0.0473,-0.0551,0.336,0.0284,0.1243,-0.3082,-0.1176,0.6406,1.1642,0.0034,0.3542,1.4248,0.421,-0.0811,0.4227,1.2996,0.5045,-0.1623,0.2921,0.2432,0.4423,0.7655,1.2106,1.109,0.8039,0.9825,-0.0627,0.2919,0.6619,-0.0022,1.1631,0.3779,0.1482,0.8459,0.271,-0.0485,-0.0675,-0.118,-0.1057,-0.0434,-0.0703,-0.1014,-0.04,-0.0031,0.2152,-0.1043,0.8184,0.0016,-0.0468,-0.0804,-0.0966,0.1823,-0.157,0.1032,0.3009,0.3483,1.1395,0.017,0.0318,-0.0601,-0.0475,0.0223,-0.0234,2.377,0.8806,2.1035,0.2094,0.9949,0.3151,0.06,0.435,0.4774,-0.0965,-0.0145,-0.0635,0.0134,0.0237,0.0122,0.3064,0.0665,0.0613,-0.0574,0.1494,-0.0064,0.4969,-0.0769,Control
Ontario__AN_RR-3297,-0.0061,-0.0502,1.1557,0.2376,1.1417,-0.1262,-0.081,1.3766,0.0685,-0.0555,-0.0545,-0.0129,-0.1359,0.2687,0.3698,0.0162,-0.1853,-0.0429,-0.0663,0.3331,1.3387,-0.1196,0.1808,-0.0332,0.2392,-0.0213,-0.0546,-0.1089,-0.0261,0.1554,0.1819,-0.1189,-0.0825,1.1748,0.7456,-0.0311,0.1362,0.1437,1.3771,0.4199,0.5802,-0.1044,-0.0763,-0.0332,-0.0756,0.1296,-0.1575,-0.1225,0.5295,-0.0635,-0.0022,1.0209,-0.0724,-0.1181,-0.1122,-0.0781,-0.0094,0.0432,-0.0235,-0.0033,1.1299,0.425,0.5441,0.686,-0.074,0.1958,-0.1078,-0.0044,0.1628,0.0202,1.553,1.0273,1.8156,0.0488,-0.0589,0.9575,-0.0272,0.8843,-0.104,0.5538,0.6331,-0.0853,-0.1192,-0.0946,0.3139,5e-04,0.0635,-0.0035,-0.1348,0.5561,1.1903,0.0906,0.3432,1.5595,0.5218,-0.0538,0.4791,1.5117,0.3883,-0.0584,0.4709,0.2211,0.5622,1.025,1.2332,1.2573,0.9688,1.0828,-0.133,0.3235,0.6596,-0.0241,1.0479,0.2839,0.1601,0.9664,0.1824,-0.1114,-0.0275,-0.1595,-0.0835,-0.0255,-0.0784,-0.1186,-0.0182,0.02,0.346,-0.0731,1.0889,-0.0038,-0.0638,-0.0851,-0.0445,0.0633,-0.0229,0.1893,0.3006,0.4553,1.4631,-0.0347,0.0123,-0.078,-0.0441,0.0114,-0.0471,2.3309,1.1913,2.1242,0.0984,1.1093,0.513,0.0745,0.5098,0.4959,-0.1013,0.0067,-0.0907,0.0105,-0.1661,0.2975,0.252,0.046,0.0138,-0.0732,-0.0492,-0.0602,0.632,-0.1131,Control
Ontario__AO_RR-3288,0.0224,-0.0379,1.5924,0.2296,1.412,-0.002,-0.1094,1.8849,-0.0251,-0.0857,-0.0179,-0.0624,-0.1537,0.3166,0.3029,0.0871,-0.1347,-0.0205,-0.0928,0.2863,1.2394,0.109,0.1078,-0.1147,0.1684,0.0163,-0.0921,-0.0982,-0.0214,0.0712,0.2758,-0.0854,-0.0894,1.1908,0.7807,-0.0439,0.6252,-0.014,0.758,0.6225,0.6287,-0.1435,-0.0447,-0.046,-0.198,0.138,-0.1543,-0.1301,0.4003,-0.076,-0.0084,0.8056,0.0032,0.0167,-0.1611,-0.1097,-0.071,-0.0186,0.019,-0.2122,0.6912,0.698,0.7458,0.6607,-0.0596,0.2507,-0.0597,-0.0026,0.0013,-0.015,1.4577,0.936,1.6912,0.0499,0.0412,1.4183,0.0392,1.0312,-0.0349,0.6357,0.8784,-0.0461,-0.0963,-0.1085,0.2066,0.0423,0.1468,-0.2175,-0.1153,0.6195,1.519,-0.0689,0.4858,1.8979,0.5089,-0.0565,0.5512,1.1867,0.5469,0.0035,0.8181,0.2624,0.9362,1.0704,1.0742,1.3297,0.9634,1.0245,-0.1494,0.4689,1.1496,-0.1046,0.9574,0.2524,0.2012,1.0103,0.2011,-0.0808,-0.0478,-0.092,-0.0575,-0.0186,-0.0522,-0.0745,-0.1016,0.0494,0.8086,-0.0452,1.1348,0.0691,-0.0636,-0.153,0.0772,0.1511,0.0175,0.2264,0.3446,0.5454,1.5367,-0.0219,0.0144,-0.0558,-0.0372,-0.0133,-0.025,2.2942,0.7708,2.2646,0.2037,0.7965,0.0676,0.0619,0.6957,0.5067,-0.1188,0.009,-0.0888,0.0719,-0.0817,0.108,0.1967,-0.08,-0.027,-0.0547,0.0679,-0.0471,0.3471,-0.0417,Control
Ontario__AP_RR-3280,0.0676,-0.0265,0.5041,0.2699,1.1722,0.1732,-0.0138,1.0615,0.0626,-0.018,-0.1243,-0.1235,-0.1412,0.1085,1.0952,0.0144,-0.1393,-0.0049,-0.1496,0.2686,1.0292,0.1055,0.1752,0.064,0.2531,0.033,0.0052,-0.0507,0.0144,0.2132,0.1576,-0.0819,-0.0392,0.8683,1.6917,-0.0645,0.0778,0.0186,1.6763,0.2369,0.6701,-0.12,-0.1077,-0.1437,-0.2017,0.1248,-0.1157,-0.152,0.1836,-0.1407,0.0176,0.622,-0.0476,-0.0192,-0.182,0.0035,-0.0729,0.0165,0.0128,-0.1605,1.0163,0.4271,0.2572,0.5969,-0.0201,0.1563,-0.1088,0.0269,0.0665,0.0521,1.396,1.2675,2.3676,0.0549,-0.0099,0.9151,-4e-04,1.1042,-0.1117,0.958,0.3822,-0.1081,-0.0452,-0.0668,0.3251,0.0124,0.1722,-0.2446,-0.1158,0.575,0.6569,0.1157,0.2423,1.0723,1.2688,-0.1017,0.4172,1.0468,0.5511,-0.0082,0.205,0.2632,0.3096,0.5112,0.7704,1.3176,1.0426,0.7866,-0.0581,0.0682,0.3982,0.0297,0.3196,0.144,0.1121,0.4092,0.0929,-0.0646,0.0347,-0.1619,-0.0481,-0.0819,-0.0544,-0.1516,-0.1068,-0.0337,0.2668,-0.1094,0.8282,0.0195,-0.0533,-0.1255,-0.1126,0.3255,-0.1532,0.067,0.2937,0.4788,0.9873,-0.0676,-0.0481,-0.0862,-0.0202,-0.0504,0.0019,2.2043,1.1141,2.0215,0.2879,1.0675,0.3655,0.1061,0.2634,0.3774,-0.0847,-0.0063,-0.1289,0.046,-0.0805,0.7194,0.1278,0.0202,-0.0357,-0.1456,0.0898,-0.0128,0.2627,-0.1332,Control
Ontario__AR_RR-3278,0.0522,0.0131,1.7549,0.2,1.2373,-0.1075,-0.0294,2.0128,-0.0509,-0.0583,-0.094,-0.0926,-0.1365,0.2249,0.4676,0.0481,-0.15,-6e-04,-0.1775,0.2398,1.2569,0.0827,0.0776,0.063,0.3034,0.0748,-0.0693,-0.1282,-0.0142,0.0408,0.4798,-0.0727,-0.0468,1.2695,0.9624,-0.0842,0.532,-0.0248,0.6709,0.6033,0.5754,-0.1302,-0.1243,-0.113,-0.2159,0.1748,-0.1164,-0.1399,0.3782,-0.1245,-0.0068,1.0244,-0.0526,0.0297,-0.2053,-0.0251,-0.1161,0.0078,-0.025,-0.2191,0.6438,0.5488,0.7242,0.6976,-0.0693,0.2497,-0.1225,-0.0119,0.1287,-0.0211,1.1486,1.0335,1.5904,-0.0051,-0.0371,1.6049,0.0567,1.2028,-0.1646,0.4781,0.7592,-0.0711,-0.062,-0.1044,0.1481,0.0423,0.4032,-0.1758,-0.1425,0.622,1.3138,-0.066,0.5227,1.8752,0.3698,-0.0625,0.2435,1.2933,0.5277,0.0071,0.6612,0.2461,0.9289,0.9801,0.9265,1.0142,0.9685,1.1475,-0.2397,0.3696,1.0138,-0.1917,0.6741,0.1765,0.1742,1.378,-0.0468,-0.0967,-0.0556,-0.1733,0.0279,-0.0769,-0.0793,-0.1154,-0.1901,-0.0735,0.8048,-0.0923,1.2936,-0.0326,-0.0488,-0.2265,-0.0102,0.0979,-0.0762,0.0861,0.1965,0.4876,1.1584,-0.0493,-0.0328,-0.123,0.0085,-0.0425,-0.0379,2.3557,0.5738,2.5535,0.1026,0.9494,0.0535,0.0456,0.7006,0.633,-0.0692,-0.0513,-0.1587,0.0128,-0.0577,0.1806,0.1418,-0.0663,-0.0595,-0.163,0.0402,-0.0624,0.5828,-0.0936,Control
